Time,Temperature,Depth,Image/video-file,Video tags,BTLVL,Mode,Res,FPS,Overlay,DCCWB,EIS,Autorec,Wifi,Sdcard,Firmware,Lat,Lng,Alt,Salinity,RDRP,BDRP,ISO8601
1669910340,22.2,0.0,,0,64,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:00-04:00
1669910341,22.2,0.0,,0,64,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:01-04:00
1669910342,22.2,0.0,,0,64,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:02-04:00
1669910343,22.2,0.0,,0,64,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:03-04:00
1669910344,22.2,0.0,,0,64,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:04-04:00
1669910345,22.2,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:05-04:00
1669910346,22.2,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:06-04:00
1669910347,22.2,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:07-04:00
1669910348,22.2,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:08-04:00
1669910349,22.2,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:09-04:00
1669910350,22.2,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:10-04:00
1669910351,22.2,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:11-04:00
1669910352,22.3,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:12-04:00
1669910353,22.3,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:13-04:00
1669910354,22.3,0.0,,0,63,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:14-04:00
1669910355,22.3,0.0,,0,62,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:15-04:00
1669910356,22.3,0.0,,0,62,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,1,0.000,0.000,2022-12-01T11:59:16-04:00
1669910357,22.3,0.0,,0,62,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,1,0.000,0.000,2022-12-01T11:59:17-04:00
1669910358,22.3,0.0,,0,62,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,1,0.000,0.000,2022-12-01T11:59:18-04:00
1669910359,22.3,0.0,,0,62,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,1,0.000,0.000,2022-12-01T11:59:19-04:00
1669910360,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,1,0.000,0.000,2022-12-01T11:59:20-04:00
1669910361,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,1,0.000,0.000,2022-12-01T11:59:21-04:00
1669910362,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,1,0.000,0.000,2022-12-01T11:59:22-04:00
1669910363,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:23-04:00
1669910364,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:24-04:00
1669910365,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:25-04:00
1669910366,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:26-04:00
1669910367,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:27-04:00
1669910368,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:28-04:00
1669910369,22.3,0.0,,0,61,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:29-04:00
1669910370,22.3,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:30-04:00
1669910371,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:31-04:00
1669910372,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:32-04:00
1669910373,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:33-04:00
1669910374,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:34-04:00
1669910375,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:35-04:00
1669910376,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:36-04:00
1669910377,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:37-04:00
1669910378,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:38-04:00
1669910379,22.4,0.0,,0,60,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:39-04:00
1669910380,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:40-04:00
1669910381,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:41-04:00
1669910382,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:42-04:00
1669910383,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:43-04:00
1669910384,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:44-04:00
1669910385,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:45-04:00
1669910386,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:46-04:00
1669910387,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:47-04:00
1669910388,22.5,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:48-04:00
1669910389,22.4,0.0,,0,59,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:49-04:00
1669910390,22.5,0.0,,0,58,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:50-04:00
1669910391,22.5,0.0,,0,58,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:51-04:00
1669910392,22.5,0.0,,0,58,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:52-04:00
1669910393,22.5,0.0,,0,58,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:53-04:00
1669910394,22.5,0.0,,0,58,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:54-04:00
1669910395,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:55-04:00
1669910396,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:56-04:00
1669910397,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:57-04:00
1669910398,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:58-04:00
1669910399,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T11:59:59-04:00
1669910400,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:00-04:00
1669910401,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:01-04:00
1669910402,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:02-04:00
1669910403,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:03-04:00
1669910404,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:04-04:00
1669910405,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:05-04:00
1669910406,22.5,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:06-04:00
1669910407,22.6,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:07-04:00
1669910408,22.6,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:08-04:00
1669910409,22.6,0.0,,0,57,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:09-04:00
1669910410,22.6,0.0,,0,56,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:10-04:00
1669910411,22.6,0.0,,0,56,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:11-04:00
1669910412,22.6,0.0,,0,56,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:12-04:00
1669910413,22.6,0.0,,0,56,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:13-04:00
1669910414,22.6,0.0,,0,56,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:14-04:00
1669910415,22.6,0.0,,0,55,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:15-04:00
1669910416,22.6,0.0,,0,55,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:16-04:00
1669910417,22.6,0.0,,0,55,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:17-04:00
1669910418,22.6,0.0,,0,55,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:18-04:00
1669910419,22.6,0.0,,0,55,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:19-04:00
1669910420,22.6,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:20-04:00
1669910421,22.6,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:21-04:00
1669910422,22.6,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:22-04:00
1669910423,22.6,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:23-04:00
1669910424,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:24-04:00
1669910425,22.6,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:25-04:00
1669910426,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:26-04:00
1669910427,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:27-04:00
1669910428,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:28-04:00
1669910429,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:29-04:00
1669910430,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:30-04:00
1669910431,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:31-04:00
1669910432,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:32-04:00
1669910433,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:33-04:00
1669910434,22.7,0.0,,0,54,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:34-04:00
1669910435,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:35-04:00
1669910436,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:36-04:00
1669910437,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:37-04:00
1669910438,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:38-04:00
1669910439,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:39-04:00
1669910440,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:40-04:00
1669910441,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:41-04:00
1669910442,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:42-04:00
1669910443,22.7,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:43-04:00
1669910444,22.8,0.0,,0,53,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:44-04:00
1669910445,22.8,0.0,,0,52,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:45-04:00
1669910446,22.8,0.0,,0,52,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:46-04:00
1669910447,22.8,0.0,,0,52,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:47-04:00
1669910448,22.8,0.0,,0,52,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:48-04:00
1669910449,22.8,0.0,,0,52,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:49-04:00
1669910450,22.8,0.0,,0,51,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:50-04:00
1669910451,22.8,0.0,,0,51,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:51-04:00
1669910452,22.8,0.0,,0,51,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:52-04:00
1669910453,22.8,0.0,,0,51,Unknown,1080p,30,Off,Auto,Off,Off,Off,215.5,22.07.50954,,,,0,0.000,0.000,2022-12-01T12:00:53-04:00
