Time,Temperature,Depth,Image/video-file,Video tags,BTLVL,Mode,Res,FPS,Overlay,DCCWB,EIS,Autorec,Wifi,Sdcard,Firmware,Lat,Lng,Alt,Salinity,RDRP,BDRP,ISO8601
1670101237,24.1,0.0,,0,33,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:37-04:00
1670101238,24.1,0.0,,0,33,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:38-04:00
1670101239,24.1,0.0,,0,33,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:39-04:00
1670101240,24.1,0.0,,0,33,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:40-04:00
1670101241,24.1,0.0,,0,33,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:41-04:00
1670101242,24.1,0.0,,0,33,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:42-04:00
1670101243,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:43-04:00
1670101244,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:44-04:00
1670101245,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:45-04:00
1670101246,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:46-04:00
1670101247,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:47-04:00
1670101248,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:48-04:00
1670101249,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:49-04:00
1670101250,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:50-04:00
1670101251,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:51-04:00
1670101252,24.1,0.0,,0,32,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:52-04:00
1670101253,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:53-04:00
1670101254,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:54-04:00
1670101255,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:55-04:00
1670101256,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:56-04:00
1670101257,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:57-04:00
1670101258,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:58-04:00
1670101259,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:00:59-04:00
1670101260,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:00-04:00
1670101261,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:01-04:00
1670101262,24.1,0.0,,0,31,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:02-04:00
1670101263,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:03-04:00
1670101264,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:04-04:00
1670101265,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:05-04:00
1670101266,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:06-04:00
1670101267,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:07-04:00
1670101268,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:08-04:00
1670101269,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:09-04:00
1670101270,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:10-04:00
1670101271,24.1,0.0,,0,30,Unknown,1080p,30,Off,Auto,Off,Off,Off,210.6,22.07.50954,,,,0,0.000,0.000,2022-12-03T17:01:11-04:00
