Time,Temperature,Depth,Image/video-file,Video tags,BTLVL,Mode,Res,FPS,Overlay,DCCWB,EIS,Autorec,Wifi,Sdcard,Firmware,Lat,Lng,Alt,Salinity,RDRP,BDRP,ISO8601
1669761573,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170470,-68.287922,5.50,0,0.000,0.000,2022-11-29T18:39:33-04:00
1669761574,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170469,-68.287910,5.40,0,0.000,0.000,2022-11-29T18:39:34-04:00
1669761575,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170465,-68.287909,5.10,0,0.000,0.000,2022-11-29T18:39:35-04:00
1669761576,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170450,-68.287924,5.10,0,0.000,0.000,2022-11-29T18:39:36-04:00
1669761577,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170443,-68.287929,5.30,0,0.000,0.000,2022-11-29T18:39:37-04:00
1669761578,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170434,-68.287924,5.30,0,0.000,0.000,2022-11-29T18:39:38-04:00
1669761579,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170435,-68.287928,5.20,0,0.000,0.000,2022-11-29T18:39:39-04:00
1669761580,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170436,-68.287947,5.20,0,0.000,0.000,2022-11-29T18:39:40-04:00
1669761581,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170428,-68.287945,5.80,0,0.000,0.000,2022-11-29T18:39:41-04:00
1669761582,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170429,-68.287953,5.60,0,0.000,0.000,2022-11-29T18:39:42-04:00
1669761583,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170421,-68.287952,5.40,0,0.000,0.000,2022-11-29T18:39:43-04:00
1669761584,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170426,-68.287958,5.70,0,0.000,0.000,2022-11-29T18:39:44-04:00
1669761585,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170426,-68.287965,5.20,0,0.000,0.000,2022-11-29T18:39:45-04:00
1669761586,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170445,-68.287985,4.90,0,0.000,0.000,2022-11-29T18:39:46-04:00
1669761587,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170464,-68.288001,4.10,0,0.000,0.000,2022-11-29T18:39:47-04:00
1669761588,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170463,-68.288005,2.80,0,0.000,0.000,2022-11-29T18:39:48-04:00
1669761589,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170452,-68.288015,1.50,0,0.000,0.000,2022-11-29T18:39:49-04:00
1669761590,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170440,-68.288014,-0.30,0,0.000,0.000,2022-11-29T18:39:50-04:00
1669761591,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170436,-68.287996,-1.30,0,0.000,0.000,2022-11-29T18:39:51-04:00
1669761592,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170461,-68.287994,-1.60,0,0.000,0.000,2022-11-29T18:39:52-04:00
1669761593,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170471,-68.287984,-2.20,0,0.000,0.000,2022-11-29T18:39:53-04:00
1669761594,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170487,-68.288003,-2.90,0,0.000,0.000,2022-11-29T18:39:54-04:00
1669761595,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170502,-68.288004,-3.30,0,0.000,0.000,2022-11-29T18:39:55-04:00
1669761596,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170512,-68.287996,-3.50,0,0.000,0.000,2022-11-29T18:39:56-04:00
1669761597,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170532,-68.287988,-3.50,0,0.000,0.000,2022-11-29T18:39:57-04:00
1669761598,32.9,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170547,-68.287992,-3.50,0,0.000,0.000,2022-11-29T18:39:58-04:00
1669761599,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170545,-68.287973,-3.10,0,0.000,0.000,2022-11-29T18:39:59-04:00
1669761600,32.9,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170558,-68.288003,-4.00,0,0.000,0.000,2022-11-29T18:40:00-04:00
1669761601,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170556,-68.287996,-4.10,0,0.000,0.000,2022-11-29T18:40:01-04:00
1669761602,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170566,-68.288003,-4.40,0,0.000,0.000,2022-11-29T18:40:02-04:00
1669761603,32.9,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170568,-68.288003,-4.50,0,0.000,0.000,2022-11-29T18:40:03-04:00
1669761604,32.8,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170576,-68.288002,-4.30,0,0.000,0.000,2022-11-29T18:40:04-04:00
1669761605,32.9,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170610,-68.288021,-4.50,0,0.000,0.000,2022-11-29T18:40:05-04:00
1669761606,32.9,0.0,,0,35,Settings,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,On,218.3,22.07.50954,12.170622,-68.288012,-4.10,0,0.000,0.000,2022-11-29T18:40:06-04:00
