Time,Temperature,Depth,Image/video-file,Video tags,BTLVL,Mode,Res,FPS,Overlay,DCCWB,EIS,Autorec,Wifi,Sdcard,Firmware,Lat,Lng,Alt,Salinity,RDRP,BDRP,ISO8601
1670422123,23.9,0.0,,0,73,Unknown,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:43-04:00
1670422124,24,0.0,,0,73,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:44-04:00
1670422125,24,0.0,,0,73,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:45-04:00
1670422126,24,0.0,,0,73,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:46-04:00
1670422127,24,0.0,,0,72,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:47-04:00
1670422128,24,0.0,,0,72,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:48-04:00
1670422129,24,0.0,,0,72,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:49-04:00
1670422130,24,0.0,,0,72,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:50-04:00
1670422131,24,0.0,,0,72,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:51-04:00
1670422132,24.1,0.0,,0,72,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,205.7,22.07.50954,,,,0,0.000,0.000,2022-12-07T10:08:52-04:00
