Time,Temperature,Depth,Image/video-file,Video tags,BTLVL,Mode,Res,FPS,Overlay,DCCWB,EIS,Autorec,Wifi,Sdcard,Firmware,Lat,Lng,Alt,Salinity,RDRP,BDRP,ISO8601
1670022375,24,0.0,,0,61,Unknown,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:15-04:00
1670022376,24,0.0,,0,61,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:16-04:00
1670022377,24,0.0,,0,61,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:17-04:00
1670022378,24,0.0,,0,61,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:18-04:00
1670022379,24,0.0,,0,61,Power,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:19-04:00
1670022380,24,0.0,,0,61,Video,4K,60,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.430,0.430,2022-12-02T19:06:20-04:00
1670022381,24.1,0.0,,0,61,Custom II,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.430,0.430,2022-12-02T19:06:21-04:00
1670022382,24.1,0.0,,0,61,Settings,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:22-04:00
1670022383,24.1,0.0,,0,61,Settings,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:23-04:00
1670022384,24.1,0.0,,0,61,Settings,1080p,30,ON/DEPTH/TEMP,DCC,Off,Off,Off,213.3,22.07.50954,,,,0,0.000,0.000,2022-12-02T19:06:24-04:00
